POINT,CHAINAGE,EASTING,NORTHING,ELEVATION
587,13766,270944.5747,2103695.255,-18.16869785
588,13767,270945.4674,2103695.705,-18.179499
589,13768,270946.3601,2103696.156,-18.19030015
590,13769,270947.2528,2103696.607,-18.20110129
591,13770,270948.1455,2103697.058,-18.21190244
592,13771,270949.0382,2103697.508,-18.22270359
593,13772,270949.9309,2103697.959,-18.23350474
594,13773,270950.8235,2103698.41,-18.24430589
595,13774,270951.7162,2103698.86,-18.25510703
596,13775,270952.6089,2103699.311,-18.26590818
597,13776,270953.5016,2103699.762,-18.27670933
598,13777,270954.3943,2103700.212,-18.28751048
599,13778,270955.287,2103700.663,-18.29831162
600,13779,270956.1797,2103701.114,-18.30911277
601,13780,270957.0723,2103701.564,-18.31991392
602,13781,270957.965,2103702.015,-18.33071507
603,13782,270958.8577,2103702.466,-18.34151622
604,13783,270959.7504,2103702.916,-18.35231736
605,13784,270960.6431,2103703.367,-18.36311851
606,13785,270961.5358,2103703.818,-18.37391966
607,13786,270962.4285,2103704.268,-18.38472081
608,13787,270963.3211,2103704.719,-18.39552195
609,13788,270964.2138,2103705.17,-18.4063231
610,13789,270965.1065,2103705.62,-18.41712425
611,13790,270965.9992,2103706.071,-18.4279254
612,13791,270966.8919,2103706.522,-18.43872654
613,13792,270967.7846,2103706.972,-18.44952769
614,13793,270968.6773,2103707.423,-18.46032884
615,13794,270969.5694,2103707.875,-18.4707152
616,13795,270970.4608,2103708.328,-18.48064135
617,13796,270971.3522,2103708.781,-18.4905675
618,13797,270972.2436,2103709.235,-18.50049365
619,13798,270973.1349,2103709.688,-18.51041979
620,13799,270974.0261,2103710.142,-18.52034594
621,13800,270974.9173,2103710.595,-18.53027209
622,13801,270975.8083,2103711.049,-18.54019824
623,13802,270976.6991,2103711.504,-18.55012439
624,13803,270977.5898,2103711.958,-18.56005053
625,13804,270978.4804,2103712.413,-18.56997668
626,13805,270979.3707,2103712.868,-18.57990283
627,13806,270980.2608,2103713.324,-18.58982898
628,13807,270981.1507,2103713.78,-18.59975512
629,13808,270982.0403,2103714.237,-18.60968127
630,13809,270982.9297,2103714.694,-18.61960742
631,13810,270983.8188,2103715.152,-18.62953357
632,13811,270984.7075,2103715.61,-18.63945972
633,13812,270985.596,2103716.069,-18.64938586
634,13813,270986.484,2103716.529,-18.65931201
635,13814,270987.3718,2103716.989,-18.66923816
636,13815,270988.2591,2103717.45,-18.67916431
637,13816,270989.146,2103717.912,-18.68909045
638,13817,270990.0325,2103718.374,-18.6990166
639,13818,270990.9186,2103718.838,-18.70894275
640,13819,270991.8041,2103719.302,-18.7188689
641,13820,270992.6892,2103719.767,-18.72879505
642,13821,270993.5738,2103720.234,-18.73872119
643,13822,270994.4579,2103720.701,-18.74864734
644,13823,270995.3414,2103721.169,-18.75857349
645,13824,270996.2244,2103721.638,-18.76849964
646,13825,270997.1067,2103722.109,-18.77842578
647,13826,270997.9885,2103722.58,-18.78835193
648,13827,270998.8696,2103723.053,-18.79827808
649,13828,270999.7501,2103723.526,-18.80820423
650,13829,271000.6299,2103724.002,-18.81813037
651,13830,271001.509,2103724.478,-18.82805652
652,13831,271002.3874,2103724.955,-18.83798267
653,13832,271003.2651,2103725.434,-18.84790882
654,13833,271004.142,2103725.915,-18.85783497
655,13834,271005.0187,2103726.395,-18.8681759
656,13835,271005.8954,2103726.876,-18.87897705
657,13836,271006.7712,2103727.358,-18.88977819
658,13837,271007.6463,2103727.842,-18.90055428
659,13838,271008.5206,2103728.327,-18.91101383
660,13839,271009.3941,2103728.813,-18.92107338
661,13840,271010.2669,2103729.301,-18.93073293
662,13841,271011.1388,2103729.79,-18.93999248
663,13842,271012.0099,2103730.281,-18.94885204
664,13843,271012.8802,2103730.773,-18.9573116
665,13844,271013.7498,2103731.267,-18.96537116
666,13845,271014.6185,2103731.762,-18.97303072
667,13846,271015.4864,2103732.258,-18.98029028
668,13847,271016.3535,2103732.756,-18.98714984
669,13848,271017.2198,2103733.255,-18.99360941
670,13849,271018.0853,2103733.756,-18.99966898
671,13850,271018.95,2103734.258,-19.00532855
672,13851,271019.8138,2103734.761,-19.01058812
673,13852,271020.6769,2103735.266,-19.01544769
674,13853,271021.5391,2103735.772,-19.01990726
675,13854,271022.4005,2103736.28,-19.02396684
676,13855,271023.2611,2103736.789,-19.02762642
677,13856,271024.1208,2103737.299,-19.030886
678,13857,271024.9797,2103737.811,-19.03374558
679,13858,271025.8378,2103738.324,-19.03620516
680,13859,271026.695,2103738.838,-19.03826474
681,13860,271027.5514,2103739.354,-19.03992433
682,13861,271028.407,2103739.872,-19.04118392
683,13862,271029.2617,2103740.39,-19.04204351
684,13863,271030.1156,2103740.911,-19.0425031
685,13864,271030.9686,2103741.432,-19.04256269
686,13865,271031.8208,2103741.955,-19.04222229
687,13866,271032.6721,2103742.479,-19.04148188
688,13867,271033.5226,2103743.005,-19.04034148
689,13868,271034.3722,2103743.532,-19.03880108
690,13869,271035.221,2103744.06,-19.03686068
691,13870,271036.0689,2103744.59,-19.03452028
692,13871,271036.916,2103745.121,-19.03177989
693,13872,271037.7621,2103745.654,-19.02863949
694,13873,271038.6075,2103746.188,-19.0250991
695,13874,271039.4519,2103746.723,-19.02124217
696,13875,271040.2955,2103747.26,-19.01736018
697,13876,271041.1382,2103747.798,-19.01347819
698,13877,271041.98,2103748.337,-19.0095962
699,13878,271042.8209,2103748.878,-19.00571421
700,13879,271043.661,2103749.42,-19.00183222
701,13880,271044.5002,2103749.964,-18.99795022
702,13881,271045.3385,2103750.509,-18.99406823
703,13882,271046.1759,2103751.055,-18.99018624
704,13883,271047.0124,2103751.603,-18.98630425
705,13884,271047.8481,2103752.152,-18.98242226
706,13885,271048.6828,2103752.702,-18.97854027
707,13886,271049.5167,2103753.254,-18.97465828
708,13887,271050.3496,2103753.807,-18.97077629
709,13888,271051.1816,2103754.361,-18.9668943
710,13889,271052.0128,2103754.917,-18.96301231
711,13890,271052.843,2103755.474,-18.95913031
712,13891,271053.6724,2103756.032,-18.95524832
713,13892,271054.5023,2103756.59,-18.95219959
714,13893,271055.3313,2103757.149,-18.9491926
715,13894,271056.1596,2103757.709,-18.94618561
716,13895,271056.9869,2103758.27,-18.94317862
717,13896,271057.8135,2103758.833,-18.94017163
718,13897,271058.6393,2103759.397,-18.93716464
719,13898,271059.4643,2103759.962,-18.93415765
720,13899,271060.2885,2103760.528,-18.93115066
721,13900,271061.112,2103761.095,-18.92814367
722,13901,271061.9348,2103761.663,-18.92513667
723,13902,271062.757,2103762.232,-18.92212968
724,13903,271063.5784,2103762.802,-18.91912269
725,13904,271064.3992,2103763.373,-18.9161157
726,13905,271065.2194,2103763.945,-18.91310871
727,13906,271066.039,2103764.518,-18.91010172
728,13907,271066.858,2103765.092,-18.90709473
729,13908,271067.6764,2103765.666,-18.90408774
730,13909,271068.4943,2103766.241,-18.90108075
731,13910,271069.3117,2103766.817,-18.89807376
732,13911,271070.1286,2103767.394,-18.89506676
733,13912,271070.9451,2103767.972,-18.89205977
734,13913,271071.7611,2103768.55,-18.88905278
735,13914,271072.5766,2103769.128,-18.88604579
736,13915,271073.3918,2103769.707,-18.8830388
737,13916,271074.2066,2103770.287,-18.88003181
738,13917,271075.0211,2103770.867,-18.87702482
739,13918,271075.8352,2103771.448,-18.87401783
740,13919,271076.649,2103772.029,-18.87101084
741,13920,271077.4626,2103772.61,-18.86800385
742,13921,271078.2758,2103773.192,-18.86499685
743,13922,271079.0889,2103773.774,-18.86198986
744,13923,271079.9017,2103774.357,-18.85898287
745,13924,271080.7143,2103774.94,-18.85597588
746,13925,271081.5268,2103775.523,-18.85296889
747,13926,271082.3392,2103776.106,-18.8499619
748,13927,271083.1514,2103776.689,-18.84695491
749,13928,271083.9635,2103777.273,-18.84394792
750,13929,271084.7755,2103777.856,-18.84094093
751,13930,271085.5875,2103778.44,-18.83793394
752,13931,271086.3995,2103779.024,-18.83492694
753,13932,271087.21,2103779.61,-18.83108669
754,13933,271088.0203,2103780.195,-18.8272047
755,13934,271088.8307,2103780.781,-18.82332271
756,13935,271089.6411,2103781.367,-18.81944072
757,13936,271090.4514,2103781.953,-18.81555873
758,13937,271091.2618,2103782.539,-18.81167674
759,13938,271092.0722,2103783.125,-18.80779475
760,13939,271092.8826,2103783.711,-18.80391276
761,13940,271093.6929,2103784.297,-18.80003076
762,13941,271094.5033,2103784.883,-18.79614877
763,13942,271095.3137,2103785.469,-18.79226678
764,13943,271096.1241,2103786.055,-18.78838479
765,13944,271096.9344,2103786.641,-18.7845028
766,13945,271097.7448,2103787.226,-18.78062081
767,13946,271098.5552,2103787.812,-18.77673882
