POINT,EASTING,NORTHING,ELEVATION
720.1,270694.223,2103547.231,-12.0696
720.2,270695.5932,2103545.674,-12.8625
720.3,270696.1817,2103544.985,-14.864
720.4,270695.6769,2103545.532,-16.924
720.5,270694.1709,2103547.081,-17.8732
720.6,270692.9223,2103548.644,-17.0632
720.7,270692.3435,2103549.316,-15.0353
720.8,270692.8812,2103548.737,-12.981
725.1,270689.002,2103542.578,-12.0013
725.2,270690.3828,2103541.032,-12.8011
725.3,270690.9655,2103540.347,-14.8498
725.4,270690.4424,2103540.899,-16.8825
725.5,270689.0103,2103542.464,-17.7967
725.6,270687.6678,2103543.987,-16.9814
725.7,270687.0972,2103544.65,-14.9836
725.8,270687.6547,2103544.066,-12.8949
730.1,270683.8525,2103537.87,-11.9283
730.2,270685.2465,2103536.335,-12.7402
730.3,270685.8294,2103535.67,-14.716
730.4,270685.2657,2103536.251,-16.8465
730.5,270683.8707,2103537.766,-17.7216
730.6,270682.4927,2103539.285,-16.8963
730.7,270681.9249,2103539.937,-14.8552
730.8,270682.4811,2103539.353,-12.8157
735.1,270678.7196,2103533.121,-11.8525
735.2,270680.1538,2103531.565,-12.6793
735.3,270680.7283,2103530.91,-14.7333
735.4,270680.1582,2103531.481,-16.7723
735.5,270678.7608,2103532.98,-17.6502
735.6,270677.3337,2103534.518,-16.7943
735.7,270676.788,2103535.152,-14.7805
735.8,270677.357,2103534.573,-12.7375
740.1,270673.7064,2103528.221,-11.7693
740.2,270675.1058,2103526.779,-12.5807
740.3,270675.7123,2103526.13,-14.6254
740.4,270675.1254,2103526.696,-16.6922
740.5,270673.6641,2103528.183,-17.5675
740.6,270672.2522,2103529.643,-16.7329
740.7,270671.6683,2103530.277,-14.7127
740.8,270672.2613,2103529.694,-12.6336
745.1,270668.6868,2103523.361,-11.6847
745.2,270670.1283,2103521.892,-12.5141
745.3,270670.7156,2103521.26,-14.5703
745.4,270670.1185,2103521.823,-16.6159
745.5,270668.656,2103523.284,-17.4873
745.6,270667.2028,2103524.765,-16.6129
745.7,270666.6433,2103525.376,-14.6123
745.8,270667.2427,2103524.805,-12.5585
750.1,270663.7582,2103518.378,-11.6104
750.2,270665.2013,2103516.933,-12.4657
750.3,270665.7853,2103516.326,-14.4689
750.4,270665.1629,2103516.91,-16.5686
750.5,270663.6827,2103518.387,-17.4112
750.6,270662.2511,2103519.806,-16.5471
750.7,270661.6811,2103520.41,-14.5084
750.8,270662.293,2103519.825,-12.4656
755.1,270658.8791,2103513.349,-11.5267
755.2,270660.3133,2103511.921,-12.381
755.3,270660.8945,2103511.318,-14.4298
755.4,270660.3541,2103511.822,-16.357
755.5,270658.7928,2103513.327,-17.3281
755.6,270657.2177,2103514.893,-16.2793
755.7,270656.7486,2103515.374,-14.4081
755.8,270657.3881,2103514.784,-12.3674
760.1,270654.0024,2103508.308,-11.442
760.2,270655.4915,2103506.905,-12.2953
760.3,270656.0994,2103506.317,-14.2912
760.4,270655.592,2103506.77,-16.218
760.5,270653.9626,2103508.282,-17.2453
760.6,270652.4719,2103509.678,-16.3981
760.7,270651.8627,2103510.264,-14.3418
760.8,270652.5032,2103509.693,-12.2884
765.1,270649.2698,2103503.169,-11.3666
765.2,270650.7362,2103501.798,-12.2168
765.3,270651.3389,2103501.211,-14.212
765.4,270650.7282,2103501.742,-16.2863
765.5,270649.1872,2103503.235,-17.1652
765.6,270647.6898,2103504.535,-16.3242
765.7,270647.0782,2103505.129,-14.2905
765.8,270647.7338,2103504.561,-12.2038
770.1,270644.4971,2103498.032,-11.2901
770.2,270646.0039,2103496.667,-12.1181
770.3,270646.6313,2103496.069,-14.1274
770.4,270645.9956,2103496.614,-16.236
770.5,270644.5026,2103497.957,-17.0937
770.6,270643.018,2103499.314,-16.3349
770.7,270642.3358,2103499.948,-14.2067
770.8,270643.0478,2103499.329,-12.0593
775.1,270639.9139,2103492.759,-11.2172
775.2,270641.3887,2103491.467,-12.0478
775.3,270642.0246,2103490.886,-14.1025
775.4,270641.3883,2103491.402,-16.1467
775.5,270639.7755,2103492.687,-17.0135
775.6,270638.4283,2103493.953,-16.3612
775.7,270637.6423,2103494.662,-14.1514
775.8,270638.2857,2103494.141,-12.0836
780.1,270635.2512,2103487.521,-11.1418
780.2,270636.7942,2103486.198,-11.9702
780.3,270637.4499,2103485.622,-13.9504
780.4,270636.7994,2103486.148,-16.0959
780.5,270635.2539,2103487.383,-16.938
780.6,270633.6793,2103488.795,-16.1161
780.7,270633.0303,2103489.364,-14.074
780.8,270633.7179,2103488.809,-11.9664
785.1,270630.7414,2103482.181,-11.0688
785.2,270632.278,2103480.882,-11.8859
785.3,270632.9382,2103480.297,-13.8789
785.4,270632.5684,2103480.58,-15.5585
785.5,270630.7067,2103482.112,-16.8709
785.6,270629.1498,2103483.431,-16.0465
785.7,270628.4905,2103484.012,-14.0287
785.8,270629.1429,2103483.499,-11.9496
790.1,270626.2627,2103476.787,-10.9877
790.2,270627.8251,2103475.49,-11.8187
790.3,270628.4871,2103474.925,-13.7825
790.4,270628.0126,2103475.295,-15.6848
790.5,270626.2176,2103476.77,-16.7939
790.6,270624.679,2103478.036,-15.9618
790.7,270624.0168,2103478.597,-13.9412
790.8,270624.659,2103478.094,-11.8736
795.1,270621.8024,2103471.435,-10.9248
795.2,270623.4425,2103470.097,-11.7404
795.3,270624.1081,2103469.525,-13.7847
795.4,270623.6807,2103469.842,-15.4949
795.5,270621.8063,2103471.324,-16.7174
795.6,270620.2712,2103472.587,-15.9027
795.7,270619.6065,2103473.165,-13.8524
795.8,270620.2611,2103472.666,-11.8006
800.1,270617.5001,2103465.902,-10.8431
800.2,270619.1085,2103464.614,-11.6673
800.3,270619.7805,2103464.059,-13.7039
800.4,270619.3431,2103464.382,-15.4371
800.5,270617.4858,2103465.846,-16.6413
800.6,270615.9203,2103467.094,-15.8238
800.7,270615.2446,2103467.664,-13.7598
800.8,270615.9131,2103467.149,-11.696
805.1,270613.2192,2103460.343,-10.7816
805.2,270614.8238,2103459.111,-11.5912
805.3,270615.5209,2103458.558,-13.6228
805.4,270614.8488,2103459.04,-15.71
805.5,270613.1999,2103460.266,-16.5816
805.6,270611.5823,2103461.509,-15.7489
805.7,270610.9012,2103462.05,-13.7291
805.8,270611.5702,2103461.572,-11.6567
810.1,270609.0014,2103454.742,-10.6941
810.2,270610.6399,2103453.515,-11.5242
810.3,270611.3201,2103452.99,-13.4935
810.4,270610.643,2103453.47,-15.6302
810.5,270608.9964,2103454.698,-16.4927
810.6,270607.3615,2103455.912,-15.6669
810.7,270606.6726,2103456.444,-13.6387
810.8,270607.3921,2103455.931,-11.5144
815.1,270604.8559,2103449.119,-10.6211
815.2,270606.4858,2103447.91,-11.4247
815.3,270607.1871,2103447.369,-13.4656
815.4,270606.5136,2103447.834,-15.5376
815.5,270604.8426,2103449.048,-16.4155
815.6,270603.2215,2103450.241,-15.6146
815.7,270602.5108,2103450.781,-13.5824
815.8,270603.1788,2103450.33,-11.5112
820.1,270600.7275,2103443.45,-10.5577
820.2,270602.3995,2103442.277,-11.3342
820.3,270603.1453,2103441.735,-13.349
820.4,270602.4579,2103442.194,-15.4902
820.5,270600.7822,2103443.353,-16.3534
820.6,270599.1061,2103444.527,-15.5351
820.7,270598.3925,2103445.042,-13.5012
820.8,270599.0761,2103444.587,-11.4319
825.1,270596.7909,2103437.676,-10.4894
825.2,270598.4209,2103436.544,-11.2918
825.3,270599.1446,2103436.02,-13.3213
825.4,270598.4683,2103436.456,-15.4037
825.5,270596.7165,2103437.636,-16.2894
825.6,270595.0867,2103438.77,-15.4777
825.7,270594.3656,2103439.285,-13.4687
825.8,270595.0603,2103438.84,-11.3662
830.1,270592.81,2103431.901,-10.4251
830.2,270594.5033,2103430.756,-11.2476
830.3,270595.214,2103430.257,-13.2223
830.4,270594.5354,2103430.698,-15.3348
830.5,270592.8088,2103431.857,-16.219
830.6,270591.1376,2103432.98,-15.408
830.7,270590.4026,2103433.487,-13.3613
830.8,270591.1081,2103433.041,-11.2863
835.1,270588.9432,2103426.085,-10.3399
835.2,270590.6316,2103424.948,-11.1416
835.3,270591.3613,2103424.44,-13.2004
835.4,270590.6647,2103424.875,-15.2562
835.5,270588.9319,2103426.017,-16.1352
835.6,270587.2655,2103427.124,-15.3325
835.7,270586.5269,2103427.635,-13.3159
835.8,270587.2289,2103427.2,-11.2119
840.1,270585.0959,2103420.223,-10.2594
840.2,270586.7942,2103419.146,-11.0181
840.3,270587.5865,2103418.631,-13.0825
840.4,270586.8897,2103419.05,-15.1731
840.5,270585.1452,2103420.139,-16.0571
840.6,270583.4207,2103421.227,-15.2493
840.7,270582.8445,2103421.612,-12.1167
840.8,270583.3717,2103421.295,-11.1475
845.1,270581.4219,2103414.271,-10.193
845.2,270583.1176,2103413.21,-11.0105
845.3,270583.8503,2103412.734,-13.0074
845.4,270583.15,2103413.144,-15.1107
845.5,270581.3618,2103414.224,-15.9916
845.6,270579.6662,2103415.291,-15.1802
845.7,270578.924,2103415.774,-13.0586
845.8,270579.626,2103415.374,-11.0793
850.1,270577.7367,2103408.379,-10.1103
850.2,270579.4867,2103407.287,-10.9512
850.3,270580.191,2103406.81,-12.8832
850.4,270579.473,2103407.199,-15.0302
850.5,270577.6981,2103408.256,-15.9035
850.6,270575.9809,2103409.336,-15.0774
850.7,270575.2506,2103409.832,-13.0218
850.8,270575.957,2103409.452,-11.0039
855.1,270574.083,2103402.395,-10.0238
855.2,270575.8513,2103401.335,-10.8452
855.3,270576.599,2103400.86,-12.8955
855.4,270575.8823,2103401.243,-14.9563
855.5,270574.0883,2103402.26,-15.8264
855.6,270572.3455,2103403.329,-14.9831
855.7,270571.6082,2103403.803,-12.9729
855.8,270572.3206,2103403.423,-10.9108
860.1,270570.4799,2103396.385,-9.9539
860.2,270572.2741,2103395.316,-10.7553
860.3,270573.0341,2103394.842,-12.7573
860.4,270572.3102,2103395.23,-14.8865
860.5,270570.552,2103396.273,-15.7525
860.6,270568.7977,2103397.297,-14.9397
860.7,270568.0414,2103397.78,-12.9085
860.8,270568.7642,2103397.386,-10.8212
865.1,270567.0102,2103390.29,-9.8922
865.2,270568.7537,2103389.264,-10.7071
865.3,270569.5047,2103388.797,-12.6615
865.4,270568.7823,2103389.175,-14.8169
865.5,270566.9414,2103390.227,-15.6836
865.6,270565.2363,2103391.23,-14.8668
865.7,270564.4933,2103391.692,-12.8426
865.8,270565.2289,2103391.306,-10.7666
870.1,270563.4817,2103384.233,-9.8161
870.2,270565.2572,2103383.212,-10.6301
870.3,270566.0093,2103382.756,-12.6279
870.4,270565.2783,2103383.144,-14.7471
870.5,270563.4355,2103384.209,-15.6058
870.6,270561.729,2103385.162,-14.7916
870.7,270560.9768,2103385.616,-12.6729
870.8,270561.708,2103385.23,-10.6864
875.1,270560.0272,2103378.119,-9.7612
875.2,270561.7516,2103377.12,-10.576
875.3,270562.5122,2103376.669,-12.546
875.4,270561.7983,2103377.066,-14.681
875.5,270560.0299,2103378.1,-15.5566
875.6,270558.2579,2103379.114,-14.7418
875.7,270557.4916,2103379.558,-12.729
875.8,270558.2066,2103379.166,-10.6409
880.1,270556.5023,2103372.063,-9.6794
880.2,270558.2819,2103371.052,-10.4839
880.3,270559.0553,2103370.61,-12.5345
880.4,270558.3403,2103371.01,-14.6056
880.5,270556.578,2103372.009,-15.4851
880.6,270554.7837,2103373.022,-14.6645
880.7,270554.017,2103373.463,-12.6217
880.8,270554.7326,2103373.063,-10.5577
885.1,270553.0112,2103366.007,-9.5954
885.2,270554.8354,2103364.987,-10.3952
885.3,270555.6123,2103364.545,-12.3729
885.4,270554.894,2103364.927,-14.5151
885.5,270553.1137,2103365.921,-15.3965
885.6,270551.3271,2103366.908,-14.5868
885.7,270550.5488,2103367.353,-12.5684
885.8,270551.2674,2103366.969,-10.4755
890.1,270549.6043,2103359.881,-9.5211
890.2,270551.2817,2103358.929,-10.2426
890.3,270552.1365,2103358.438,-12.3172
890.4,270551.4142,2103358.84,-14.4577
890.5,270549.6469,2103359.859,-15.3233
890.6,270547.8618,2103360.851,-14.5029
890.7,270547.1,2103361.287,-12.4611
890.8,270547.8094,2103360.896,-10.4005
895.1,270546.1339,2103353.814,-9.4529
895.2,270547.8816,2103352.796,-10.2548
895.3,270548.6523,2103352.336,-12.311
895.4,270547.9468,2103352.733,-14.3769
895.5,270546.1688,2103353.776,-15.2552
895.6,270544.4183,2103354.77,-14.4565
895.7,270543.6424,2103355.229,-12.4212
895.8,270544.3543,2103354.833,-10.3305
897.1,270544.7713,2103351.367,-9.4277
897.2,270546.5127,2103350.355,-10.2404
897.3,270547.2757,2103349.899,-12.3168
897.4,270546.5508,2103350.306,-14.368
897.5,270544.7216,2103351.365,-15.2339
897.6,270543.0204,2103352.341,-14.4188
897.7,270542.2608,2103352.792,-12.3558
897.8,270543.0106,2103352.375,-10.2655
898.1,270544.0544,2103350.153,-9.4148
898.2,270545.8507,2103349.133,-10.2551
898.3,270546.5916,2103348.708,-12.2797
898.4,270545.8691,2103349.11,-14.3579
898.5,270544.0869,2103350.129,-15.2224
898.6,270542.299,2103351.131,-14.3808
898.7,270541.5588,2103351.554,-12.3355
898.8,270542.2771,2103351.155,-10.288
899.1,270543.34,2103348.959,-9.4032
899.2,270545.1778,2103347.89,-10.2768
899.3,270545.8863,2103347.469,-12.2838
899.4,270545.1682,2103347.871,-14.3446
899.5,270543.391,2103348.922,-15.2105
899.6,270541.6137,2103349.921,-14.3733
899.7,270540.8742,2103350.357,-12.3304
899.8,270541.5983,2103349.958,-10.274
900.1,270542.6939,2103347.704,-9.3866
900.2,270544.4606,2103346.703,-10.2313
900.3,270545.199,2103346.277,-12.1943
900.4,270544.4789,2103346.68,-14.3358
900.5,270542.6785,2103347.693,-15.201
900.6,270540.912,2103348.698,-14.3632
900.7,270540.1648,2103349.121,-12.3096
900.8,270540.9103,2103348.709,-10.2333
901.1,270542.0384,2103346.48,-9.382
901.2,270543.7716,2103345.51,-10.203
901.3,270544.5278,2103345.075,-12.2744
901.4,270543.7914,2103345.471,-14.3268
901.5,270542.0053,2103346.462,-15.1816
901.6,270540.2062,2103347.46,-14.3362
901.7,270539.4676,2103347.882,-12.3074
901.8,270540.1962,2103347.494,-10.2482
902.1,270541.2976,2103345.278,-9.3726
902.2,270543.0791,2103344.268,-10.2069
902.3,270543.8278,2103343.838,-12.2519
902.4,270543.1039,2103344.24,-14.319
902.5,270541.3033,2103345.286,-15.1764
902.6,270539.5373,2103346.257,-14.3336
902.7,270538.7957,2103346.682,-12.2901
902.8,270539.5799,2103346.245,-10.1678
903.1,270540.7638,2103343.986,-9.3735
903.2,270542.3916,2103343.077,-10.1837
903.3,270543.1473,2103342.639,-12.2468
903.4,270542.4439,2103343.016,-14.2805
903.5,270540.6239,2103344.04,-15.1654
903.6,270538.816,2103345.029,-14.31
903.7,270538.0937,2103345.446,-12.3123
903.8,270538.8269,2103345.054,-10.2281
904.1,270539.9085,2103342.873,-9.3634
904.2,270541.6992,2103341.856,-10.1785
904.3,270542.4629,2103341.422,-12.1936
904.4,270541.7423,2103341.816,-14.296
904.5,270539.9414,2103342.837,-15.1629
904.6,270538.1831,2103343.83,-14.3338
904.7,270537.4242,2103344.269,-12.2998
904.8,270538.1863,2103343.845,-10.1905
905.1,270539.1451,2103341.708,-9.3598
905.2,270541.0058,2103340.667,-10.1601
905.3,270541.7821,2103340.223,-12.2346
905.4,270541.0575,2103340.603,-14.2853
905.5,270539.2386,2103341.576,-15.1543
905.6,270537.4727,2103342.597,-14.3255
905.7,270536.7201,2103343.033,-12.2888
905.8,270537.4562,2103342.644,-10.2217
906.1,270538.5031,2103340.454,-9.3503
906.2,270540.3261,2103339.417,-10.1705
906.3,270541.0811,2103338.982,-12.1703
906.4,270540.3707,2103339.371,-14.2683
906.5,270538.5496,2103340.388,-15.1515
906.6,270536.8074,2103341.393,-14.3273
906.7,270536.0385,2103341.837,-12.319
906.8,270536.7185,2103341.461,-10.2719
907.1,270537.8101,2103339.245,-9.3537
907.2,270539.6148,2103338.234,-10.1348
907.3,270540.3989,2103337.782,-12.1976
907.4,270539.6716,2103338.166,-14.273
907.5,270537.8296,2103339.186,-15.1489
907.6,270536.0955,2103340.158,-14.3237
907.7,270535.3255,2103340.604,-12.3183
907.8,270536.0443,2103340.221,-10.2352
908.1,270537.1156,2103338.014,-9.3482
908.2,270539.0263,2103336.926,-10.2626
908.3,270539.6992,2103336.539,-12.1841
908.4,270538.9935,2103336.931,-14.2472
908.5,270537.1518,2103337.958,-15.1394
908.6,270535.4324,2103338.95,-14.3389
908.7,270534.6413,2103339.41,-12.2861
908.8,270535.3492,2103339.015,-10.2439
909.1,270536.4549,2103336.788,-9.3445
909.2,270538.2181,2103335.762,-10.1414
909.3,270538.9889,2103335.306,-12.0899
909.4,270538.2801,2103335.699,-14.2444
909.5,270536.4745,2103336.727,-15.1354
909.6,270534.7546,2103337.733,-14.3506
909.7,270533.9606,2103338.21,-12.3045
909.8,270534.6763,2103337.81,-10.2213
910.1,270535.7401,2103335.571,-9.3397
910.2,270537.5218,2103334.557,-10.1337
910.3,270538.307,2103334.106,-12.1443
910.4,270537.5946,2103334.501,-14.2471
910.5,270535.7438,2103335.54,-15.1359
910.6,270534.0355,2103336.52,-14.3268
910.7,270533.2535,2103336.971,-12.2355
910.8,270533.9571,2103336.581,-10.2309
911.1,270535.0232,2103334.345,-9.3469
911.2,270536.8162,2103333.316,-10.148
911.3,270537.6007,2103332.875,-12.1613
911.4,270536.9128,2103333.278,-14.2429
911.5,270535.0721,2103334.327,-15.1445
911.6,270533.3857,2103335.303,-14.3728
911.7,270532.575,2103335.766,-12.3212
911.8,270533.2706,2103335.357,-10.2241
912.1,270534.3552,2103333.131,-9.3448
912.2,270536.1192,2103332.129,-10.1488
912.3,270536.909,2103331.675,-12.1924
912.4,270536.2095,2103332.064,-14.2607
912.5,270534.3429,2103333.109,-15.1451
912.6,270532.6655,2103334.072,-14.3596
912.7,270531.8703,2103334.533,-12.2704
912.8,270532.5476,2103334.151,-10.2538
913.1,270533.6558,2103331.892,-9.3484
913.2,270535.4086,2103330.888,-10.1423
913.3,270536.2068,2103330.439,-12.088
913.4,270535.5218,2103330.843,-14.2561
913.5,270533.6626,2103331.887,-15.1476
913.6,270531.9527,2103332.886,-14.3308
913.7,270531.1896,2103333.324,-12.3034
913.8,270531.8765,2103332.92,-10.2391
914.1,270532.9843,2103330.681,-9.3597
914.2,270534.7621,2103329.671,-10.1797
914.3,270535.5313,2103329.23,-12.2157
914.4,270534.8281,2103329.624,-14.2743
914.5,270532.9938,2103330.64,-15.1434
914.6,270531.2909,2103331.628,-14.3638
914.7,270530.4827,2103332.091,-12.287
914.8,270531.1927,2103331.694,-10.223
915.1,270532.2422,2103329.465,-9.3688
915.2,270534.0293,2103328.441,-10.1505
915.3,270534.8398,2103327.991,-12.2584
915.4,270534.1408,2103328.402,-14.2821
915.5,270532.3312,2103329.433,-15.1534
915.6,270530.5841,2103330.443,-14.3331
915.7,270529.8033,2103330.886,-12.292
915.8,270530.4938,2103330.48,-10.24
916.1,270531.5687,2103328.252,-9.3772
916.2,270533.4477,2103327.187,-10.2663
916.3,270534.1644,2103326.782,-12.2087
916.4,270533.4886,2103327.158,-14.2418
916.5,270531.5611,2103328.241,-15.1626
916.6,270529.8845,2103329.2,-14.3488
916.7,270529.1011,2103329.65,-12.2708
916.8,270529.7874,2103329.266,-10.2667
917.1,270530.8647,2103327.021,-9.3925
917.2,270533.215,2103325.68,-11.042
917.3,270533.469,2103325.544,-12.1981
917.4,270532.7286,2103325.978,-14.3215
917.5,270530.9968,2103327.025,-15.1558
917.6,270529.2097,2103327.998,-14.3578
917.7,270528.4067,2103328.45,-12.2304
917.8,270529.139,2103328.02,-10.229
